timestamp,value1,value2,value3,value4,value5
10th June 2018,&#x1f600,&#x1f60d,&#x1f911,&#x1f917,&#x1f60a

9th June 2018,&#x1f60d,&#x1f602,&#x1f984,&#x1f354,&#x1f91e

8th June 2018,&#x1f60a,&#x1f609,&#x1f61c,&#x1f60d,&#x1f618

7th June 2018,&#x1f60e,&#x1f608,&#x1f422,&#x1f525,&#x1f354

6th June 2018,&#x1f60a,&#x1f607,&#x1f602,&#x1f60d,&#x1f61c

5th June 2018,&#x1f600,&#x1f642,&#x1f917,&#x1f914,&#x1f60b

4th June 2018,&#x1f602,&#x1f618,&#x1f98b,&#x1f346,&#x1f351

3rd June 2018,&#x1f607,&#x1f60a,&#x1f911,&#x1f914,&#x1f602

2nd June 2018,&#x1f607,&#x1f60d,&#x1f917,&#x1f61c,&#x1f643

1st June 2018,&#x1f607,&#x1f60e,&#x1f308,&#x1f606,&#x1f352

31st May 2018,&#x1f47c,&#x1f431,&#x1f984,&#x1f638,&#x1f64f

30th May 2018,&#x1f60a,&#x1f618,&#x1f643,&#x1f914,&#x1f642

29th May 2018,&#x1f917,&#x1f60d,&#x1f607,&#x1f914,&#x1f60b

28th May 2018,&#x1f60a,&#x1f308,&#x1f436,&#x1f445,u2600

27th May 2018,&#x1f431,&#x1f427,&#x1f415,&#x1f428,&#x1f434

26th May 2018,&#x1f642,&#x1f602,&#x1f618,&#x1f643,&#x1f60e

25th May 2018,&#x1f60d,&#x1f911,&#x1f60e,&#x1f47d,&#x1f984

24th May 2018,&#x1f618,&#x1f602,&#x1f61c,&#x1f601,&#x1f606

23rd May 2018,&#x1f412,&#x1f421,&#x1f498,&#x1f61a,&#x1f608

22nd May 2018,&#x1f60e,&#x1f917,&#x1f913,&#x1f606,&#x1f911

21st May 2018,&#x1f60a,&#x1f47b,&#x1f437,&#x1f415,&#x1f495

20th May 2018,&#x1f4a9,&#x1f495,&#x1f643,&#x1f352,&#x1f60d

19th May 2018,&#x1f60d,&#x1f91e,&#x1f420,&#x1f61c,&#x1f602

18th May 2018,&#x1f60d,&#x1f433,&#x1f611,&#x1f349,&#x1f495

17th May 2018,&#x1f60d,&#x1f911,&#x1f602,&#x1f60a,&#x1f643

16th May 2018,&#x1f914,&#x1f431,&#x1f355,&#x1f98b,&#x1f339

15th May 2018,&#x1f64b,&#x1f64c,&#x1f451,&#x1f41d,&#x1f3b3

14th May 2018,&#x1f984,&#x1f618,&#x1f60d,&#x1f602,&#x1f498

13th May 2018,&#x1f600,&#x1f60a,&#x1f60d,&#x1f618,&#x1f60b

12th May 2018,&#x1f47b,&#x1f911,&#x1f61c,&#x1f624,&#x1f47d

11th May 2018,&#x1f914,&#x1f913,&#x1f636,&#x1f917,&#x1f60e

10th May 2018,&#x1f64f,&#x1f412,&#x1f984,u2764,u2764

9th May 2018,&#x1f60b,&#x1f61c,&#x1f917,&#x1f602,&#x1f642

8th May 2018,&#x1f601,&#x1f911,&#x1f64f,&#x1f596,&#x1f61b

7th May 2018,&#x1f60a,&#x1f61c,&#x1f606,&#x1f618,&#x1f91e

6th May 2018,&#x1f607,&#x1f60d,&#x1f602,&#x1f61c,&#x1f609

5th May 2018,&#x1f642,&#x1f60d,&#x1f914,&#x1f619,&#x1f61b

4th May 2018,u26f7,&#x1f37e,&#x1f42c,&#x1f308,&#x1f61c

3rd May 2018,&#x1f601,&#x1f60e,&#x1f643,&#x1f630,&#x1f616

2nd May 2018,&#x1f427,&#x1f577,u2618,&#x1f377,&#x1f3bc

1st May 2018,&#x1f602,&#x1f60d,&#x1f911,&#x1f917,&#x1f47b

30th April 2018,&#x1f602,&#x1f61c,&#x1f604,&#x1f913,&#x1f914

29th April 2018,&#x1f602,&#x1f609,&#x1f60d,&#x1f618,&#x1f60e

28th April 2018,&#x1f618,&#x1f60e,&#x1f4a9,&#x1f47b,&#x1f914

27th April 2018,&#x1f601,&#x1f60a,&#x1f60d,&#x1f61c,&#x1f917

26th April 2018,&#x1f602,&#x1f607,&#x1f61c,&#x1f616,&#x1f608

25th April 2018,&#x1f607,&#x1f618,&#x1f618,&#x1f984,&#x1f98a

24th April 2018,&#x1f4a9,&#x1f431,&#x1f431,&#x1f981,&#x1f405

23rd April 2018,&#x1f61a,&#x1f369,&#x1f340,&#x1f618,&#x1f47d

22nd April 2018,&#x1f600,&#x1f607,&#x1f636,&#x1f914,&#x1f606

21st April 2018,&#x1f914,&#x1f607,&#x1f643,&#x1f480,&#x1f47b

20th April 2018,&#x1f600,&#x1f60d,&#x1f602,&#x1f60e,&#x1f604

19th April 2018,&#x1f427,&#x1f340,&#x1f942,&#x1f613,&#x1f618

18th April 2018,&#x1f618,&#x1f642,&#x1f917,&#x1f911,&#x1f607

17th April 2018,&#x1f61b,&#x1f98b,&#x1f4af,&#x1f607,&#x1f917

16th April 2018,&#x1f643,&#x1f619,&#x1f60b,&#x1f60a,&#x1f636

15th April 2018,&#x1f600,&#x1f437,&#x1f913,&#x1f427,&#x1f431

14th April 2018,&#x1f60a,&#x1f60e,&#x1f618,&#x1f60d,&#x1f917

13th April 2018,&#x1f596,&#x1f433,&#x1f351,&#x1f44c,&#x1f4a6

12th April 2018,&#x1f913,&#x1f60e,&#x1f914,&#x1f911,&#x1f643

11th April 2018,&#x1f414,&#x1f413,&#x1f682,u263a,&#x1f411

10th April 2018,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f914

9th April 2018,&#x1f60d,&#x1f47d,&#x1f431,&#x1f60a,&#x1f60e

8th April 2018,&#x1f4af,u2764,&#x1f60d,&#x1f618,&#x1f444

7th April 2018,&#x1f431,&#x1f595,&#x1f635,&#x1f448,&#x1f91e

6th April 2018,&#x1f60a,&#x1f47d,&#x1f436,&#x1f61b,&#x1f608

5th April 2018,&#x1f60d,&#x1f601,&#x1f61c,&#x1f60a,&#x1f608

4th April 2018,&#x1f61c,&#x1f60d,&#x1f60d,&#x1f602,&#x1f643

3rd April 2018,&#x1f602,&#x1f618,&#x1f49b,&#x1f468&#x1f469&#x1f467,&#x1f412

2nd April 2018,&#x1f60a,u263a,&#x1f61b,&#x1f644,&#x1f4af

1st April 2018,&#x1f602,&#x1f431,&#x1f595,&#x1f61a,&#x1f984

31st March 2018,&#x1f636,&#x1f606,&#x1f619,&#x1f607,&#x1f601

30th March 2018,&#x1f602,&#x1f61d,&#x1f606,&#x1f911,&#x1f913

29th March 2018,&#x1f434,&#x1f988,&#x1f607,&#x1f911,&#x1f425

28th March 2018,&#x1f607,&#x1f61c,&#x1f600,&#x1f60a,&#x1f913

27th March 2018,&#x1f61c,&#x1f914,&#x1f607,&#x1f602,&#x1f60d

26th March 2018,&#x1f600,&#x1f618,&#x1f642,&#x1f61c,&#x1f60e

25th March 2018,&#x1f604,&#x1f609,u263a,&#x1f605,&#x1f644

24th March 2018,&#x1f61c,&#x1f602,&#x1f60e,&#x1f60d,&#x1f60a

23rd March 2018,&#x1f606,&#x1f61c,&#x1f617,&#x1f601,&#x1f607

22nd March 2018,&#x1f617,&#x1f917,&#x1f913,&#x1f60e,&#x1f911

21st March 2018,&#x1f4af,&#x1f602,&#x1f44a,&#x1f618,&#x1f61c

20th March 2018,&#x1f917,&#x1f617,&#x1f60a,&#x1f61d,&#x1f914

19th March 2018,&#x1f600,&#x1f602,&#x1f61c,&#x1f61d,&#x1f606

18th March 2018,&#x1f60d,&#x1f618,&#x1f917,&#x1f431,u2665

17th March 2018,&#x1f602,&#x1f600,&#x1f618,&#x1f60d,&#x1f61c

16th March 2018,&#x1f636,&#x1f642,&#x1f609,&#x1f618,&#x1f601

15th March 2018,&#x1f618,&#x1f917,&#x1f624,&#x1f623,&#x1f915

14th March 2018,&#x1f60d,&#x1f61c,&#x1f60b,&#x1f602,&#x1f607

13th March 2018,&#x1f618,&#x1f61c,&#x1f60b,&#x1f603,&#x1f642

12th March 2018,&#x1f449,&#x1f914,&#x1f4b7,&#x1f4b7,&#x1f4af

11th March 2018,&#x1f601,&#x1f602,&#x1f61c,&#x1f911,&#x1f4a9

10th March 2018,&#x1f600,&#x1f642,&#x1f60a,&#x1f617,&#x1f60b

9th March 2018,&#x1f61c,&#x1f913,&#x1f60e,&#x1f60b,&#x1f91e

8th March 2018,&#x1f644,&#x1f354,&#x1f409,&#x1f606,&#x1f914

7th March 2018,&#x1f600,&#x1f98b,u2665,&#x1f91e,&#x1f91e

6th March 2018,&#x1f911,&#x1f917,&#x1f608,&#x1f447,&#x1f47d

5th March 2018,&#x1f618,&#x1f602,&#x1f61d,&#x1f914,&#x1f911

4th March 2018,&#x1f60b,&#x1f60a,&#x1f61c,&#x1f618,&#x1f60d

3rd March 2018,&#x1f60d,&#x1f618,u2665,&#x1f61c,&#x1f308

2nd March 2018,&#x1f917,&#x1f60b,&#x1f60e,&#x1f914,&#x1f60d

1st March 2018,&#x1f917,&#x1f602,&#x1f642,&#x1f643,&#x1f61c

28th February 2018,&#x1f422,&#x1f369,&#x1f47b,&#x1f60e,&#x1f437

27th February 2018,&#x1f642,&#x1f917,&#x1f914,&#x1f60e,&#x1f609

26th February 2018,&#x1f602,&#x1f914,&#x1f623,&#x1f595,&#x1f61d

25th February 2018,&#x1f604,&#x1f643,&#x1f434,&#x1f495,&#x1f942

24th February 2018,&#x1f602,&#x1f911,&#x1f618,&#x1f60a,&#x1f60d

23rd February 2018,&#x1f606,&#x1f308,&#x1f596,&#x1f431,&#x1f984

22nd February 2018,&#x1f602,&#x1f4a9,&#x1f624,&#x1f595,&#x1f41f

21st February 2018,&#x1f642,&#x1f600,&#x1f607,&#x1f618,&#x1f60e

20th February 2018,&#x1f60e,&#x1f602,&#x1f60b,&#x1f61d,&#x1f914

19th February 2018,&#x1f61d,&#x1f643,&#x1f61d,&#x1f643,&#x1f914

18th February 2018,&#x1f34b,&#x1f34e,&#x1f33d,&#x1f61b,&#x1f44c

17th February 2018,&#x1f914,&#x1f913,&#x1f911,&#x1f632,&#x1f61c

16th February 2018,&#x1f600,&#x1f606,&#x1f604,&#x1f60b,&#x1f618

15th February 2018,&#x1f60d,&#x1f607,&#x1f60a,&#x1f60b,&#x1f911

14th February 2018,&#x1f607,&#x1f602,&#x1f618,&#x1f942,&#x1f98a

13th February 2018,&#x1f607,&#x1f917,&#x1f913,&#x1f602,&#x1f61d

12th February 2018,&#x1f911,&#x1f643,&#x1f60a,&#x1f913,&#x1f60e

11th February 2018,&#x1f61c,&#x1f634,&#x1f448,&#x1f31e,&#x1f4a4

10th February 2018,&#x1f47d,&#x1f437,&#x1f435,u2764,&#x1f942

9th February 2018,&#x1f607,&#x1f60d,&#x1f642,&#x1f604,&#x1f60b

8th February 2018,&#x1f602,&#x1f3f3&#x1f308,&#x1f4b7,&#x1f618,&#x1f643

7th February 2018,&#x1f405,&#x1f3f3&#x1f308,&#x1f942,&#x1f431,&#x1f33b

6th February 2018,&#x1f60d,&#x1f427,&#x1f917,&#x1f415,&#x1f495

5th February 2018,&#x1f601,&#x1f31e,&#x1f349,&#x1f917,&#x1f60d

4th February 2018,&#x1f600,&#x1f60d,&#x1f618,&#x1f61c,&#x1f917

3rd February 2018,&#x1f60e,&#x1f609,&#x1f60a,&#x1f914,&#x1f60d

2nd February 2018,&#x1f47b,&#x1f984,&#x1f420,&#x1f60d,&#x1f61c

1st February 2018,&#x1f911,&#x1f60d,&#x1f600,&#x1f60e,&#x1f47d

31st January 2018,&#x1f604,&#x1f618,&#x1f913,&#x1f619,&#x1f60b

30th January 2018,&#x1f4a9,&#x1f44d,u270c,&#x1f32d,&#x1f443

29th January 2018,&#x1f942,&#x1f436,&#x1f913,&#x1f429,&#x1f352

28th January 2018,&#x1f61d,&#x1f601,&#x1f609,&#x1f914,&#x1f600

27th January 2018,&#x1f600,&#x1f609,&#x1f607,&#x1f61c,&#x1f917

26th January 2018,&#x1f61c,&#x1f917,&#x1f60b,&#x1f60e,&#x1f911

25th January 2018,&#x1f603,&#x1f60b,&#x1f600,&#x1f601,&#x1f917

24th January 2018,&#x1f60e,&#x1f480,&#x1f3f3&#x1f308,&#x1f340,&#x1f355

23rd January 2018,&#x1f917,&#x1f91e,&#x1f416,&#x1f630,&#x1f601

22nd January 2018,&#x1f913,&#x1f607,&#x1f914,&#x1f609,&#x1f60b

21st January 2018,&#x1f914,&#x1f917,&#x1f60d,&#x1f607,&#x1f60a

20th January 2018,&#x1f917,&#x1f427,&#x1f308,&#x1f60b,&#x1f389

19th January 2018,&#x1f602,&#x1f608,&#x1f911,&#x1f60d,&#x1f606

18th January 2018,&#x1f60e,&#x1f60d,&#x1f643,&#x1f606,&#x1f914

17th January 2018,&#x1f601,&#x1f60b,&#x1f61d,&#x1f911,&#x1f60e

16th January 2018,&#x1f917,&#x1f431,&#x1f434,&#x1f608,&#x1f64f

15th January 2018,&#x1f60a,&#x1f619,&#x1f60e,&#x1f914,&#x1f606

14th January 2018,&#x1f600,&#x1f621,&#x1f62e,&#x1f62d,&#x1f62b

13th January 2018,&#x1f911,&#x1f917,&#x1f60d,&#x1f4a9,&#x1f436

12th January 2018,&#x1f60d,&#x1f602,&#x1f61d,&#x1f608,&#x1f984

11th January 2018,&#x1f338,u2b50,&#x1f373,&#x1f440,&#x1f438

10th January 2018,&#x1f609,&#x1f643,&#x1f604,&#x1f61d,&#x1f60e

9th January 2018,&#x1f602,&#x1f60a,&#x1f60e,&#x1f607,&#x1f634

8th January 2018,&#x1f602,&#x1f60d,&#x1f436,u2600,&#x1f61b

7th January 2018,&#x1f44a,&#x1f602,&#x1f607,&#x1f618,&#x1f60d

6th January 2018,&#x1f389,&#x1f429,&#x1f436,&#x1f917,&#x1f642

5th January 2018,&#x1f600,&#x1f917,&#x1f603,&#x1f61d,&#x1f911

4th January 2018,&#x1f61c,&#x1f601,&#x1f60d,&#x1f911,&#x1f913

3rd January 2018,&#x1f98b,&#x1f98b,&#x1f98b,&#x1f91e,&#x1f4af

2nd January 2018,&#x1f419,&#x1f419,&#x1f419,&#x1f346,&#x1f419

1st January 2018,&#x1f917,&#x1f602,&#x1f631,&#x1f595,&#x1f608

31st December 2017,&#x1f60e,&#x1f600,&#x1f604,&#x1f60b,&#x1f609

30th December 2017,&#x1f601,&#x1f607,&#x1f60d,&#x1f60e,&#x1f61d

29th December 2017,&#x1f60a,&#x1f60e,&#x1f619,&#x1f607,&#x1f61c

28th December 2017,&#x1f914,&#x1f914,&#x1f636,&#x1f914,&#x1f914

27th December 2017,&#x1f619,&#x1f617,&#x1f618,&#x1f643,&#x1f61c

26th December 2017,&#x1f618,&#x1f60d,&#x1f602,&#x1f607,&#x1f60a

25th December 2017,&#x1f60d,&#x1f609,&#x1f642,&#x1f604,&#x1f617

24th December 2017,&#x1f917,&#x1f47d,&#x1f634,&#x1f4a9,&#x1f346

23rd December 2017,&#x1f911,&#x1f917,&#x1f60d,&#x1f984,&#x1f942

22nd December 2017,&#x1f60a,&#x1f61c,&#x1f602,&#x1f444,&#x1f525

21st December 2017,&#x1f427,&#x1f415,&#x1f355,&#x1f601,&#x1f917

20th December 2017,&#x1f913,&#x1f601,&#x1f47d,&#x1f632,&#x1f60c

19th December 2017,&#x1f917,&#x1f428,&#x1f340,&#x1f61a,&#x1f352

18th December 2017,&#x1f602,&#x1f60d,&#x1f618,&#x1f61c,&#x1f412

17th December 2017,&#x1f602,&#x1f917,&#x1f634,&#x1f439,&#x1f405

16th December 2017,&#x1f600,u2764,&#x1f31f,u2764,&#x1f600

15th December 2017,&#x1f98b,&#x1f308,&#x1f407,&#x1f984,&#x1f4a9

14th December 2017,&#x1f60d,&#x1f917,&#x1f602,&#x1f61c,&#x1f60e

13th December 2017,&#x1f60a,&#x1f438,&#x1f633,&#x1f914,&#x1f336

12th December 2017,&#x1f618,&#x1f607,&#x1f61d,&#x1f61c,&#x1f602

11th December 2017,&#x1f942,&#x1f35f,&#x1f405,&#x1f431,&#x1f60a

10th December 2017,&#x1f60d,&#x1f606,&#x1f913,&#x1f4a9,&#x1f608

9th December 2017,&#x1f607,&#x1f60d,&#x1f333,&#x1f431,&#x1f54a

8th December 2017,&#x1f914,&#x1f602,&#x1f618,&#x1f643,&#x1f607

7th December 2017,&#x1f911,&#x1f600,&#x1f601,&#x1f60e,&#x1f609

6th December 2017,&#x1f600,&#x1f917,&#x1f595,&#x1f623,&#x1f911

5th December 2017,&#x1f911,&#x1f47b,&#x1f47d,&#x1f623,&#x1f635

4th December 2017,&#x1f602,&#x1f600,&#x1f60d,&#x1f911,&#x1f914

3rd December 2017,&#x1f606,&#x1f60b,&#x1f60e,&#x1f607,&#x1f608

2nd December 2017,&#x1f602,&#x1f602,&#x1f602,&#x1f602,&#x1f60d

1st December 2017,&#x1f618,&#x1f61c,&#x1f60b,&#x1f617,&#x1f911

30th November 2017,&#x1f61d,&#x1f619,&#x1f642,&#x1f917,&#x1f602

29th November 2017,&#x1f917,&#x1f61d,&#x1f607,&#x1f911,&#x1f913

28th November 2017,&#x1f917,&#x1f60d,&#x1f60a,&#x1f911,&#x1f913

27th November 2017,&#x1f602,&#x1f61d,&#x1f60e,&#x1f4a9,&#x1f437

26th November 2017,&#x1f607,&#x1f601,&#x1f603,&#x1f917,&#x1f60e

25th November 2017,&#x1f600,&#x1f609,&#x1f619,&#x1f617,&#x1f604

24th November 2017,&#x1f47b,&#x1f595,&#x1f984,&#x1f609,&#x1f4af

23rd November 2017,&#x1f603,&#x1f602,&#x1f64f,&#x1f625,&#x1f607

22nd November 2017,&#x1f602,&#x1f618,&#x1f913,&#x1f437,&#x1f47b

21st November 2017,&#x1f91e,&#x1f913,&#x1f4b0,&#x1f911,&#x1f942

20th November 2017,&#x1f914,&#x1f618,&#x1f911,&#x1f913,&#x1f913

19th November 2017,&#x1f602,&#x1f914,&#x1f60e,&#x1f911,&#x1f60d

18th November 2017,&#x1f60a,&#x1f60b,&#x1f603,&#x1f601,&#x1f609

17th November 2017,&#x1f60d,&#x1f606,&#x1f607,&#x1f60a,&#x1f643

16th November 2017,&#x1f628,&#x1f411,&#x1f631,&#x1f416,&#x1f62c

15th November 2017,&#x1f98a,&#x1f389,&#x1f631,&#x1f64f,&#x1f601

14th November 2017,&#x1f619,&#x1f607,&#x1f606,&#x1f604,&#x1f61c

13th November 2017,&#x1f98b,&#x1f336,&#x1f344,&#x1f48e,&#x1f984

12th November 2017,&#x1f634,&#x1f4a4,&#x1f495,u2600,&#x1f340

11th November 2017,&#x1f617,&#x1f917,&#x1f911,&#x1f609,&#x1f914

10th November 2017,&#x1f602,&#x1f61c,&#x1f911,&#x1f618,&#x1f60d

9th November 2017,&#x1f988,u2660,&#x1f4af,&#x1f409,&#x1f480

8th November 2017,&#x1f61c,&#x1f47d,&#x1f412,u2665,&#x1f98b

7th November 2017,&#x1f61c,&#x1f600,&#x1f913,&#x1f917,&#x1f607

6th November 2017,&#x1f441,&#x1f60d,&#x1f449,&#x1f444,&#x1f47b

5th November 2017,&#x1f607,&#x1f60a,&#x1f602,&#x1f917,&#x1f624

4th November 2017,&#x1f607,&#x1f911,&#x1f609,&#x1f60e,&#x1f914

3rd November 2017,&#x1f60e,&#x1f60d,&#x1f600,&#x1f602,&#x1f609

2nd November 2017,&#x1f98b,&#x1f495,&#x1f31e,&#x1f430,&#x1f917

1st November 2017,&#x1f917,&#x1f914,&#x1f606,&#x1f60a,&#x1f619

31st October 2017,&#x1f601,&#x1f60a,&#x1f618,&#x1f61d,&#x1f636

30th October 2017,&#x1f3da,&#x1f643,&#x1f573,&#x1f441,&#x1f95a

29th October 2017,&#x1f422,&#x1f369,&#x1f942,&#x1f421,&#x1f60a

28th October 2017,&#x1f608,&#x1f340,&#x1f60d,&#x1f643,&#x1f606

27th October 2017,&#x1f602,&#x1f618,&#x1f61c,&#x1f61d,&#x1f607

26th October 2017,&#x1f913,&#x1f609,&#x1f61d,&#x1f606,&#x1f60e

25th October 2017,&#x1f60d,&#x1f917,&#x1f61c,&#x1f60a,&#x1f601

24th October 2017,&#x1f601,&#x1f619,&#x1f618,&#x1f602,&#x1f61c

23rd October 2017,&#x1f913,&#x1f61a,&#x1f605,&#x1f607,&#x1f911

22nd October 2017,&#x1f608,&#x1f64f,&#x1f480,&#x1f447,&#x1f47d

21st October 2017,&#x1f431,&#x1f352,&#x1f31c,&#x1f308,&#x1f917

20th October 2017,&#x1f942,&#x1f60d,&#x1f61c,&#x1f60e,&#x1f389

19th October 2017,&#x1f914,&#x1f917,&#x1f913,&#x1f643,&#x1f601

18th October 2017,&#x1f607,&#x1f913,&#x1f60e,&#x1f917,&#x1f602

17th October 2017,&#x1f61c,&#x1f60d,&#x1f917,&#x1f607,&#x1f914

16th October 2017,&#x1f609,&#x1f607,&#x1f60d,&#x1f61c,&#x1f917

15th October 2017,&#x1f61c,&#x1f47d,&#x1f984,&#x1f420,&#x1f349

14th October 2017,&#x1f600,&#x1f607,&#x1f60b,&#x1f61c,&#x1f61c

13th October 2017,&#x1f60d,&#x1f600,&#x1f609,&#x1f607,&#x1f913

12th October 2017,&#x1f618,&#x1f61d,&#x1f914,&#x1f431,&#x1f91e

11th October 2017,&#x1f600,&#x1f602,&#x1f601,&#x1f60a,&#x1f917

10th October 2017,&#x1f618,&#x1f602,&#x1f35f,&#x1f942,&#x1f47b

9th October 2017,&#x1f61c,&#x1f607,&#x1f603,&#x1f617,&#x1f917

8th October 2017,&#x1f340,&#x1f31e,&#x1f61c,&#x1f60b,&#x1f602

7th October 2017,&#x1f602,&#x1f602,&#x1f60d,&#x1f61c,&#x1f609

6th October 2017,&#x1f618,&#x1f61c,&#x1f601,&#x1f444,&#x1f61b

5th October 2017,&#x1f60d,&#x1f618,&#x1f602,&#x1f642,&#x1f643

4th October 2017,&#x1f911,&#x1f618,&#x1f606,&#x1f643,&#x1f60e

3rd October 2017,&#x1f910,&#x1f495,&#x1f31e,&#x1f98b,&#x1f64f

2nd October 2017,&#x1f355,&#x1f603,&#x1f416,&#x1f495,&#x1f608

1st October 2017,&#x1f618,&#x1f60e,&#x1f607,&#x1f60a,&#x1f602

30th September 2017,&#x1f601,&#x1f607,&#x1f609,&#x1f618,&#x1f61d

29th September 2017,&#x1f450,&#x1f98b,&#x1f636,&#x1f988,&#x1f46f

28th September 2017,&#x1f911,&#x1f602,&#x1f914,&#x1f917,&#x1f60b

27th September 2017,&#x1f914,&#x1f602,&#x1f618,&#x1f643,&#x1f636

26th September 2017,&#x1f60a,&#x1f60e,&#x1f431,&#x1f308,&#x1f91e

25th September 2017,&#x1f911,&#x1f917,&#x1f61c,&#x1f913,&#x1f642

24th September 2017,&#x1f911,&#x1f913,&#x1f60e,&#x1f631,&#x1f914

23rd September 2017,&#x1f607,&#x1f60d,&#x1f618,&#x1f911,&#x1f60b

22nd September 2017,&#x1f911,&#x1f4a9,&#x1f436,&#x1f31c,&#x1f44a

21st September 2017,&#x1f618,&#x1f602,&#x1f609,&#x1f60d,&#x1f418

20th September 2017,&#x1f917,&#x1f603,&#x1f617,&#x1f61c,&#x1f61c

19th September 2017,&#x1f602,&#x1f607,&#x1f60e,&#x1f643,&#x1f61c

18th September 2017,&#x1f607,&#x1f609,&#x1f61c,&#x1f911,&#x1f606

17th September 2017,&#x1f604,&#x1f60a,&#x1f618,&#x1f60e,&#x1f914

16th September 2017,&#x1f913,&#x1f618,&#x1f61d,&#x1f607,&#x1f911

15th September 2017,&#x1f913,&#x1f618,&#x1f60e,&#x1f61c,&#x1f61d

14th September 2017,&#x1f60e,&#x1f60b,&#x1f609,&#x1f619,&#x1f607

13th September 2017,&#x1f600,&#x1f602,&#x1f618,&#x1f917,&#x1f913

12th September 2017,&#x1f600,&#x1f609,&#x1f60d,&#x1f913,&#x1f617

11th September 2017,&#x1f642,&#x1f617,&#x1f913,&#x1f60e,&#x1f917

10th September 2017,&#x1f607,&#x1f61c,&#x1f602,&#x1f643,&#x1f61d

9th September 2017,&#x1f913,&#x1f60e,&#x1f60d,&#x1f618,&#x1f602

8th September 2017,&#x1f600,&#x1f642,&#x1f61c,&#x1f917,&#x1f60e

7th September 2017,&#x1f911,&#x1f913,&#x1f619,&#x1f917,&#x1f60a

6th September 2017,&#x1f607,&#x1f60e,&#x1f602,&#x1f609,&#x1f914

5th September 2017,&#x1f607,&#x1f601,&#x1f602,&#x1f60d,&#x1f911

4th September 2017,&#x1f60d,&#x1f61c,&#x1f913,&#x1f61d,&#x1f618

3rd September 2017,&#x1f601,&#x1f607,&#x1f913,&#x1f61c,&#x1f606

2nd September 2017,&#x1f911,&#x1f91e,&#x1f60b,&#x1f607,&#x1f495

1st September 2017,&#x1f914,&#x1f913,&#x1f914,&#x1f643,&#x1f609

31st August 2017,&#x1f606,&#x1f643,&#x1f619,&#x1f913,&#x1f60b

30th August 2017,&#x1f607,&#x1f415,&#x1f942,&#x1f353,&#x1f60a

29th August 2017,&#x1f61a,&#x1f493,&#x1f340,&#x1f633,&#x1f60b

28th August 2017,&#x1f600,&#x1f436,&#x1f617,&#x1f431,&#x1f61c

27th August 2017,&#x1f911,&#x1f914,&#x1f4a9,&#x1f915,&#x1f434

26th August 2017,&#x1f427,&#x1f913,&#x1f618,&#x1f431,&#x1f444

25th August 2017,&#x1f601,&#x1f603,&#x1f642,&#x1f354,&#x1f353

24th August 2017,&#x1f60d,&#x1f60e,&#x1f618,&#x1f600,&#x1f609

23rd August 2017,&#x1f911,&#x1f60e,&#x1f64f,&#x1f308,&#x1f308

22nd August 2017,&#x1f609,&#x1f6cc,u26bd,&#x1f36b,&#x1f370

21st August 2017,&#x1f60a,&#x1f47b,&#x1f984,&#x1f369,&#x1f337

20th August 2017,&#x1f61f,&#x1f613,&#x1f600,&#x1f60a,&#x1f635

19th August 2017,&#x1f917,&#x1f61c,&#x1f60d,&#x1f607,&#x1f911

18th August 2017,&#x1f60d,&#x1f607,&#x1f917,&#x1f619,&#x1f642

17th August 2017,&#x1f60d,&#x1f47b,&#x1f437,&#x1f405,&#x1f35f

16th August 2017,&#x1f633,u2764,&#x1f62c,&#x1f4a9,&#x1f61b

15th August 2017,&#x1f61c,&#x1f606,&#x1f607,&#x1f636,&#x1f600

14th August 2017,&#x1f60e,&#x1f60a,&#x1f602,&#x1f618,&#x1f913

13th August 2017,&#x1f428,&#x1f62c,&#x1f428,&#x1f601,&#x1f428

12th August 2017,&#x1f60f,&#x1f60a,&#x1f609,&#x1f596,&#x1f612

11th August 2017,&#x1f606,&#x1f60b,&#x1f917,&#x1f913,&#x1f60e

10th August 2017,&#x1f607,&#x1f618,&#x1f917,&#x1f60e,&#x1f607

9th August 2017,&#x1f602,&#x1f60b,&#x1f60e,&#x1f634,&#x1f431

8th August 2017,&#x1f600,&#x1f60b,&#x1f618,&#x1f643,&#x1f60e

7th August 2017,&#x1f60e,&#x1f602,&#x1f61c,&#x1f914,&#x1f607

6th August 2017,&#x1f60e,&#x1f64f,&#x1f436,&#x1f31e,&#x1f498

5th August 2017,&#x1f602,&#x1f61c,&#x1f60d,&#x1f600,&#x1f60a

4th August 2017,&#x1f602,&#x1f618,&#x1f911,&#x1f61d,&#x1f643

3rd August 2017,&#x1f60d,&#x1f617,&#x1f642,&#x1f602,&#x1f609

